Pokemon,Description
Unknown,"""Dawn Wings Necrozma"", the mascot of (and exclusive to)Ultra Moon. Lunala is completely helpless since Necrozma took full control of its body. Its temper is so vicious it will expel all of its energy tearing up its victims. It can fire dark energy out of its body."
Unknown,"""Ultra Necrozma"". The light it emits affects life in many ways. Its signature move in this form is Photon Geyser, and its signature Z-Move is Light That Burns The Sky. Its body temp is over 10,000 °F and will instantly melt anything that it touches if Necrozma has not already incinerated it with the many laser beams that naturally emit from all over its body. Once it uses up all the light it absorbed, it will go into a deep slumber until it can absorb more light."
MagearnaMagiana(マギアナ)(0801),"A man-made metallic Mythical Pokémon that contains an unknown secret within. It was leaked on February 10, 2016, in that month's issue ofCoroCoro Comic[41]and officially revealed by The Pokémon Company on February 14.[42]Its Soul-Heart is apparently what keeps it alive. Magearna was made by a scientist from a lost kingdom 500 years ago. It has an alternate form known as Original Color Magearna, which was not obtainable until the release ofPokémon Home."
MarshadowMāshadō(マーシャドー)(0802),Marshadow is a Mythical Pokémon available only through special event distributions.[43]It is capable of hiding in shadows and reading people's feelings.
PoipoleBebenomu(ベベノム)(0803),"Known as UB Adhesive, it is an Ultra Beast that appeared from an Ultra Wormhole. It might be a dangerous alien here, but it is apparently a common organism where it normally lives. In fact, it is well enough liked in its home world to be chosen as a first partner. It cackles loudly as it sprays everything with adhesive poison from the needles on its head."
NaganadelĀgoyon(アーゴヨン)(0804),"Known as UB Stinger, it is an Ultra Beast that appeared from an Ultra Wormhole. Hundreds of liters of poisonous, adhesive liquid is stored inside its abdomen and is fired out of its 3 needles. The lower half of its body houses its brain. which is directly connected to its needles. When its needles are touched, it reacts violently. It might be a dangerous alien here, but it is apparently a common organism where it normally lives."
StakatakaTsundetsunde(ツンデツンデ)(0805),"One of the Ultra Beasts, known as UB Assembly, introduced inPokémon Ultra SunandUltra Moon. Exclusive toUltra Moon,Stakataka are wall-like Pokémon which consist of many lifeforms. Its many eyes turn red when it becomes angry. When stone walls started to move, this Ultra Beast was found. It is said to be made up of approximately 150 life forms. If someone or something is on top, it will try everything it can to shake it off."
BlacephalonZugadōn(ズガドーン)(0806),"One of the Ultra Beasts, known as UB Burst, introduced inPokémon Ultra SunandUltra Moon. Exclusive toUltra Sun,Blacephalon are clown-like Pokémon capable of using their exploding heads to trick its target and absorb their vitality."
ZeraoraZeraora(ゼラオラ)(0807),"A Mythical Pokémon introduced inPokémon Ultra SunandUltra Mooninitially discovered through data mining and officially revealed on 8 April 2018 through a trailer forPokémon the Movie: The Power of Us.[44]It is available only through special event distributions. It has a signature move, called Plasma Fists, which changes Normal-type moves into Electric ones on contact."
MeltanMerutan(メルタン)(0808),A Mythical Pokémon that appeared inPokémon Go. Its appearance was initially teased as a transformedDittoafter thePokémon GoCommunity Day in September 2018. Its name was revealed in a trailer onPokémon's official YouTube page. It evolves into Melmetal inPokémon Goonly.[5]It can melt metal into its own molten metal-like body. Ash managed to obtain one in the anime. It later evolved into Melmetal. Circulating metal is how it gets its energy.
MelmetalMerumetaru(メルメタル)(0809),"A Mythical Pokémon who can evolve from Meltan by using 400 Meltan candies inPokémon Go. Legends say it can make metal out of nothing. Melmetal has come back to life after 3,000 years. After its life ends, it will eventually crumble to rust. The rusty pieces will then be reborn as Meltan again. In Generation VIII, Melmetal was given a Gigantamax form, which is obtainable by performing a transfer fromPokémon Goto Pokémon Home for the first time."
GrookeySarunori(サルノリ)(0810),"The Grass-type starter inPokémon SwordandShield, Grookey is a mischievous and curiousmonkey-like Pokémon.[7]It carries a special stick from the forests where its species live. Using energy from the sun transferred through Grookey, this stick can revitalize plants in the area where Grookey uses it as a drumstick.[8]In a poll held byThe Pokémon Company International's officialTwitteraccount, Grookey was the least popular of the three starters, receiving only 25% of the vote.[9]InSuper Smash Bros. Ultimate, Grookey is a spirit along with Sobble and Scorbunny."
ThwackeyBachinkī(バチンキー)(0811),"Grookey evolves into Thwackey, who is a monkey-like Pokémon that is able to use its two sticks to practice its drumming. It keeps the beat alive during its daily life."
RillaboomGorirandā(ゴリランダー)(0812),"Thwackey's evolution, Rillaboom, is agorilla-like Pokémon (also sharing apparent design traits from theGigantopithecus) who has been given a drum resembling a tree stump in addition to its two sticks. It uses this drum to unleash powerful sound waves during battle. This Pokémon has a gentle nature."
ScorbunnyHibanī(ヒバニー)(0813),"The Fire-type starter inPokémon SwordandShield, Scorbunny are energeticrabbit-like Pokémon said to always be running.[7]It can run long and fast enough for the soles of its feet to ignite fires. They also have a fire-sac in their chest which becomes more powerful the more Scorbunny runs.[10]In a Twitter poll held by The Pokémon Company on the three starters, Scorbunny came in second receiving 37% of the vote, just shy of Sobble.[9]InSuper Smash Bros. Ultimate, Scorbunny is a spirit along with Sobble and Grookey."
RabootRabifutto(ラビフット)(0814),"Scorbunny's evolution, Raboot, is a rabbit-like Pokémon with thick fur that enables it to survive in cold weather. It never seems to use its hands, instead preferring its feet not just in battle, but even while eating, which it accomplishes by juggling Berries into its mouth."
CinderaceĒsubān(エースバーン)(0815),"Raboot's evolution, Cinderace, is a rabbit-like Pokémon with exceptional physical abilities, such as jumping and kicking. It can use its fire energy on a stone in order to transform it into a flaming ball. It somewhat resembles asoccerplayer."
SobbleMesson(メッソン)(0816),"The Water-type starter inPokémon SwordandShield, Sobble are timid,chameleon-like Pokémon that can blend into their surroundings when exposed to water.[7][11]Sobble frequently start crying, which causes those around it to start crying in return, in order to distract opponents and escape conflict; its tears are said to be as potent as 100 onions.[11]In a Twitter poll held by The Pokémon Company on the three starters, Sobble was the most popular, receiving 38% of the vote.[9]InSuper Smash Bros. Ultimate, Sobble is a spirit along with Grookey and Scorbunny."
DrizzileJimereon(ジメレオン)(0817),"Sobble's evolution, Drizzile, is a chameleon-like Pokémon that can use its tongue for eating and attacking. It is a smart Pokémon in battle, often using water-based strategies."
InteleonIntereon(インテレオン)(0818),"Drizzile's evolution, Inteleon, is a chameleon-like Pokémon with aspy-like demeanor; so much so that its Pokédex category is listed as ""Secret Agent Pokémon"". It is able to fire water from its fingertips at Mach 3 and is also proficient at finding the weaknesses of its opponents."
SkwovetHoshigarisu(ホシガリス)(0819),"Skwovet is a small, gluttonous squirrel Pokémon. It likes to stuff berries in its cheeks to munch on. If either its cheeks become empty or it  cannot find any more berries, it becomes uneasy to the point of stuffing gravel into its cheeks to quell its cravings."
GreedentYokubarisu(ヨクバリス)(0820),"An overweight squirrel Pokémon, Greedent stuffs as much food as it can in its tail. Although most of the food can and will fall out, Greedent does not really seem to care or notice. Whenever it is damaged in-game, this can be seen as a berry falls out of its tail."
RookideeKokogara(ココガラ)(0821),"Rookidee is a nimblechickadee-like Pokémon that is willing to challenge even the most powerful opponents; even if it loses, this only benefits it, as it still gets stronger little by little. Along with its evolution Corvisquire, are the first ever regional birds to be pure Flying-type and the second and third Pokémon to be pure Flying-type after Tornadus."
CorvisquireAogarasu(アオガラス)(0822),"Araven-like Pokémon, Corvisquire is very intelligent and is smart enough to use tools like rocks and rope in combat."
CorviknightĀmāga(アーマーガア)(0823),"Corviknight are large,raven-like Pokémon with steel bodies resemblingknightarmorwho are frequently used to taxi people around the Galar region through the transit system known as Flying Taxi. This job cannot be done in thePaldearegion because they are popular targets forTinkaton. Their design draws inspiration from the legend of ravens guarding theTower of London.[5]Certain Corviknight are capable of Gigantamax and grow to more than 14 m (46 ft) in height. The energy produced by Gigantamax Corviknight causes its steel feathers to form ""blade birds"" that fly around the creature and can be used to attack.[12]InSuper Smash Bros. Ultimate, Corviknight is a spirit. Corviknight was officially revealed on June 5, 2019, after which it quickly became a fan favorite among most Pokémon fans."
BlipbugSatchimushi(サッチムシ)(0824),"Alarva-like Pokémon, Blipbug is very smart and intelligent. However it is not very strong. It uses its hairs to see where it currently is."
DottlerRedōmushi(レドームシ)(0825),"Dottler has an orange, blob-like body, though most of it is covered by its geometric-shaped,radome-like shell, with only its face and underside visible. It has cyan, beady, crystalline eyes similar to those of its pre-evolved form; a pair of blue feelers in a V-shape on each side of its face and four blue feet under its body. Its shell is made up of yellow triangular surfaces with blue circles around the points where the edges of the triangles meet. These blue circles constantly flash from top to bottom. The shell on Dottler's back is so heavy, it prevents it from getting food to eat and water to drink, leaving very small holes to breath through. While growing inside, Dottler uses its shell to examine its environment, using its psychic powers to keep itself protected and gather information about its habitat until it evolves."
OrbeetleIorubu(イオルブ)(0826),Orbeetle is aladybug-resemblant Pokémon with a dome-shaped wing case. It is known for its incredibly high intelligence and psychic power.
NickitKusune(クスネ)(0827),"Resembling ared fox, Nickit steals food from unsuspecting people and Pokémon, while using its bushy tail to brush away its footprints and cover its tracks."
ThievulFokusurai(フォクスライ)(0828),Thievul uses a scent-tracking technique to stalk its targets and steal from them. Its design seems to be influenced by common depictions ofburglarsandrobbers.
GossifleurHimenka(ヒメンカ)(0829),Gossifleur areflower-like Pokémon that can ride wind gusts by spinning their petals. They prefer unpolluted land and their pollen is used in folk medicine and tea.[5]
EldegossWatashiraga(ワタシラガ)(0830),"The evolution of Gossifleur, Eldegoss arecotton-like Pokémon whose seeds are used as a food source by people and Pokémon.[5]"
WoolooŪrū(ウールー)(0831),"Wooloo are peaceful,sheep-like Pokémon whose wool is used in certain Galar towns to create goods. When faced with combat, they tend to simply roll away. Their simple design originates from the abundance of sheep across the United Kingdom.[5]Wooloo proved popular with fans, with many of them creatingfan artof it. Michael McWhertor ofPolygondescribed Wooloo as ""perfect in every way"", while game director Shigeru Ohmori said that ""it definitely caught [him] by surprise just how popular it became"".[13][14]"
DubwoolBaiūrū(バイウールー)(0832),"Dubwool has four horns, similar to those of theJacob sheep. Its majestic horns are used for nothing more than to attract mates. If you make a rug out of Dubwools wool, it'll act more like a trampoline than a rug."
ChewtleKamukame(カムカメ)(0833),"A smallsnapping turtle-like Pokémon, Chewtle first attacks with its single horn. Then when its foe flinchs, it bites down with all of its vigor."
DrednawKajirigame(カジリガメ)(0834),"Drednaw is resemblant of thealligator snapping turtle. It is a slow species of Pokémon, but are known for their immense biting power. They are particularly stubborn and hard to raise, resulting in inexperienced trainers releasing them after capture.[5]Certain Drednaw are capable of Gigantamax and grow to more than 24 m (79 ft) in height. Becoming bipedal in the process, Gigantamax Drednaw use their massive bodies to crush opponents. By rapidly extending its neck, they can punch holes in large metal structures and mountains.[15]"
YamperWanpachi(ワンパチ)(0835),"Yamper arecorgi-like Pokémon often used for herding, who assist people with the intention of receiving treats as a reward. They have the unique ability ""Ball Fetch"", which retrieves used Poké Balls. Upon its initial reveal, Yamper received positive reactions with critics and fans calling it adorable.[16][17][18]Some have noted that Yamper's design may referenceQueen Elizabeth II's fondness forWelshandPembrokecorgis.[19]"
BoltundParusuwan(パルスワン)(0836),Boltund resembles agreyhound. It can generate enough electricity in its legs to enable it to run for 3 full days straight. They are used to huntThievul.
RolycolyTandon(タンドン)(0837),"Rolycoly are rock andcoalPokémon that were commonplace in Galar homes up until 100 years before the events ofSwordandShield. The coal that falls off their bodies was used for cooking and heating.[20]David Lozada ofGame Revolutiondescribed Rolycoly's history as ""depressing"", and likened their usage to slavery. He also labeled Rolycoly as one of the weirdest Pokémon to date.[21]"
CarkolToroggon(トロッゴン)(0838),"Resembling aminecart, Carkol produces coal that it stores inside of its hollowed back. The coal it produces once was a common source of fuel in the Galar region. It rides along trails on its single wheel."
CoalossalSekitanzan(セキタンザン)(0839),"Coalossal is a Pokémon that resembles a coalkaiju. It is normally docile in nature, but when the coal mines that it calls home are vandalized, it will incinerate the offenders. When engaged in battle, the heap of coal on its back burns bright red as sparking cinders fly off of it. Gigantamax Coalossal raids are natively exclusive toSword."
ApplinKajitchu(カジッチュ)(0840),"Applin is a smallinchworm-like Pokémon that takes shelter in a cored apple its whole life. Its Dragon typing and worm-like body may be inspired bywyrms. It evolves into Flapple or Appletun depending on the item it is given. Tart Apples, only found inPokémon Sword, evolve Applin into Flapple and Sweet Apples, found exclusively inPokémon Shield, evolve it into Appletun.Pokémon Scarlet and Violetintroduce Dipplin, a third evolutionary path. It appears to be based on theLindwurm. If it is attacked by a bird Pokémon, it pretends to be an apple and nothing more."
FlappleAppuryū(アップリュー)(0841),"Another wyrm-like Pokémon, Flapple's evolution was induced by the Tart Apple that it ate. The shell of the apple it once inhabited has become armor and also serves as wing-like appendages which Flapple can use to fly. It can pull the pieces of the shell together to look like an apple and shield itself. It spits a potent acid stored in its cheeks, capable of causing chemical burns. Its signature move is Grav Apple. It has a Gigantamax form. It appears to be based on theLindwurm."
AppletunTaruppuru(タルップル)(0842),"A large, lumbering Pokémon, Appletun's evolution was induced by the Sweet Apple that it ate. It generates a very sweet nectar from its back, the scent of which lures bug Pokémon that it preys on. The loose patches of skin on its back are considered to be especially delicious and were once known to be peeled off and eaten as a snack by children. Its signature move is Apple Acid. It has a Gigantamax form similar to Flapple. It appears to be based on theLindwurm."
SilicobraSunahebi(スナヘビ)(0843),"Acobra-resemblant Pokémon, Silicobra has a pouch full of sand around its neck. When attacked, it spits the sand out to blind its predator, and then digs into the ground to make its escape."
SandacondaSadaija(サダイジャ)(0844),"Sandaconda areanaconda-like Pokémon with a large sand pouch on its neck. This pouch is so thick that a Durant's mandibles  cannot pierce through it. They expel the sand stored inside through their nostrils at high pressure, similarly to adouble-barreled shotgun. When they take on a Gigantamax form, they resemble atornadoordust deviland attack by spinning the sand around their body."
CramorantU'u(ウッウ)(0845),"Cramorant arecormorant-like Pokémon that activate their Gulping Form (or Gorging Form if below 50 percent health) after using the moves Surf or Dive. In Gulping Form, Cramorant emerges from its dive with an Arrokuda in its mouth. In Gorging Form, it emerges with a Pikachu in its mouth, face-first, kicking its legs. If any damage is dealt to Cramorant while in this state, they will counterattack by spitting a catch from their mouth. If Pikachu is spit at the opposing Pokémon, it becomes paralyzed. It is able to knock out foes with powerful attacks, but it may forget what it is fighting mid-battle."
ArrokudaSashikamasu(サシカマス)(0846),"Arrokuda is a speedy,barracuda-like Pokémon that enjoys charging at anything it sees. Leading with the pointed lower jaw that it holds great pride in. Cramorant's Gulping form has it swallowing this Pokémon."
BarraskewdaKamasujō(カマスジョー)(0847),"Barraskewda's lower jaw is as powerful as a spear and is used to pierce its prey when it rams into them at speeds of over 100 knots, which it can achieve with its rotating tail fins."
ToxelErezun(エレズン)(0848),"Literally known as the ""Baby Pokémon"". Toxel is a small lizard-like Pokémon that has a poison sac, but not as powerful as the poison of some other Pokémon. If you touch it, a stinging sensation will follow."
ToxtricitySutorindā(ストリンダー)(0849),"Toxtricity resembles areptileoramphibian. There are two forms of Toxtricity based on the Nature of the Toxel it evolves from; Low Key Form and Amped Form. The protruding organs on its belly can be clawed at to generate electricity and depending on the form, emanates sounds resemblant of anelectric guitaror abass guitar. A Gigantamax form was introduced in a Wild Area update on February 6, 2020. Raids for Amped Form Toxtricity Gigantamax appear natively in Sword, while raids for Low Key Form Toxtricity appear natively in Shield. For a limited time upon release, the appearances of these Gigantamax forms were more common in Max Raid Battles. The appearance stays the same for the two forms when Gigantamaxed."
SizzlipedeYakude(ヤクデ)(0850),"Acentipede-like Pokémon, Sizzlipede stores flammable gas in its body for warmth. The yellow circles on its underside tend to be the hottest part."
CentiskorchMaruyakude(マルヤクデ)(0851),"Centiskorch arecentipede-like Pokémon with a set of heat organs on its belly. They produce fire while doing this, in which fire makes up their antennae and rear end. When Centiskorch take on a Gigantamax form, they gain more legs and their fire becomes more powerful. Both Centiskorch and its Gigantamax form are inspired by theŌmukade, a giant centipedeyokaiin Japanese mythology. Additionally, its Gigantamax appearance is based on a radiator heater."
ClobbopusTatakko(タタッコ)(0852),"Anoctopus-like Pokémon, Clobbopus is very curious in nature. However to figure out what it is looking at, it will straight out punch it with its tentacle."
GrapploctOtosupasu(オトスパス)(0853),"Grapploct, also octopus-like, is skilled injujitsu, attacking with powerful grabs and holds. Its strength is owed to its body being made entirely of muscle. It emerges onto land to test its skill against an opponent, then returns to the seafloor when the battle is finished."
SinisteaYabacha(ヤバチャ)(0854),"Sinistea are teacup Pokémon inspired byblack tea. This Pokémon is unique in that it has authentic and phony forms, emulating antique collecting. Authentic Sinisteas have a seal of authenticity on the bottom of their cup, whereas phonies do not. Authentic Sinisteas are much rarer to find than their phony counterparts. They say that this Pokémon forms because a cup of black tea was abandoned."
PolteageistPottodesu(ポットデス)(0855),Polteageist are teapot Pokémon inspired byblack tea. They can pour their power into leftover tea to multiply themselves. This Pokémon retains the authentic or forgery forms of the Sinistea from which it evolves.[22]Leaving leftover tea unattended is just asking for this Pokémon to form.
HatennaMiburimu(ミブリム)(0856),"Hatenna has a protrusion on its head resembling awitch's hat. This protrusion is used to sense other creatures' emotions; it finds comfort with those bearing a calm disposition, but will run at the sense of strong emotion."
HattremTeburimu(テブリム)(0857),Hattrem has no tolerance for strong emotion and those nearby bearing strong emotions will be pummeled into submission by the braids on its head.
HattereneBurimuon(ブリムオン)(0858),"Known as the ""Forest Witch"", it emits psychic power strong enough to cause headaches as a deterrent to the approach of others. If you're too loud around it, you risk being torn apart by the claws on its tentacle. Hatterene knocks out those that intrude in its home forest by blasting them with a beam, then slashing with claws enhanced by psychic power. Beware of forests that show no signs of living creatures within. You may have wandered into Hatterene's territory."
ImpidimpBerobā(ベロバー)(0859),"Impidimp are purpleimp-like Pokémon that enjoy feeding off other creatures' negative emotion. Ben Reeves ofGame Informercriticized the species' design as a ""monstrosity"".[16]"
MorgremGimō(ギモー)(0860),"Agremlin-resemblant Pokémon, Morgrem goes down on all fours, almost acting like begging for forgiveness, but this is a ploy; those suckered into its con are pierced by its sword-like hair."
GrimmsnarlŌronge(オーロンゲ)(0861),"Inspired by mythical creatures such as thetroll, theogreand theoni. Grimmsnarl's body is covered in tightly wrapped hair that serve as muscle fibers, enhancing its muscular ability. These hairs can also be used to ensnare its foes similarly to tentacles."
ObstagoonTachifusaguma(タチフサグマ)(0862),"The evolution of Galarian Linoone, the first known Pokémon to be evolved exclusively from their pre-evolved forms' regional counterparts. Galarian Linoone evolved into this Pokémon as a result of their survival instincts. It is the only Pokémon that can learn the move Obstruct, a protection move that drops the target's Defense should they make contact with Obstagoon. Obstagoon's design seems to be based onglam rockartists; notable traits such as its long tongue and star pattern over its right eye bear a strong resemblance toGene Simmonsfrom the American rock bandKiss. Simmons acknowledged the resemblance and called it ""flattering"".[23]Its design also seems to take inspiration from gnolls, of which are anthropomorphic hyena monsters common toDungeons & Dragons."
PerrserkerNyaikingu(ニャイキング)(0863),"The evolution of Galarian Meowth, Perrserker lives for the thrill of fights. Its design is based on theNorwegian forest catandVikingsdue its black hardened hair that resembles the stereotypical Viking helmet, large, grey beard, and sharp claws calling back to axes."
CursolaSanigōn(サニゴーン)(0864),"The evolution ofGalarian Corsola, Cursola's shell has broken as a result of its excessive spirit energy. It fires its branches towards the sky after gathering beneath the full moon."
Sirfetch'dNegiganaito(ネギガナイト)(0865),"Players must use Galarian Farfetch'd to land three critical hits in one single battle for it to evolve, even if it faints. Only the best Galarian Farfetch'd can evolve into the mighty Sirfetch'd. Once their leeks wither, they will retire from combat. It utilizes both its leek lance and shield which are both food and weapons."
Mr. RimeBarikōru(バリコオル)(0866),"The evolution of Galarian Mr. Mime, its design appears to be inspired byThe Tramp,Charlie Chaplin's famous silent film character. When Mr. Rime dances, it waves its cane of ice in time with its movements. It can attack using psychic powers which it emanates from the pattern on its belly. The pattern, which resembles a face, tends to be more expressive than Mr. Rime's actual face. Mime Jr. look up to Mr. Rime and attempt to imitate theirtap dancingsteps, which possibly influences their evolution into Galarian Mr. Mime."
RunerigusDesubān(デスバーン)(0867),"The evolution of Galarian Yamask, inspired by theIngvar runestones. As soon as murals started moving, the existence of this Pokémon was then known. Those who touch its runestones will witness the horrific memories of the imagery inscribed on them. Galarian Yamask evolves into Runerigus when the player character travels underneath the giant stone arch in the Wild Area's Dusty Bowl after Yamask has sustained at least 49 HP worth of damage."
MilceryMahomiru(マホミル)(0868),"This Pokémon resembles a blob ofmilkorcreamand has a unique way of evolving; depending on several factors, the Milcery will evolve into a different 'flavored' Alcremie. Players need to give their Milcery a 'sweet' obtained from cafes, and then using their left joystick to spin the player character around. Afterwards, the player character will strike a pose and then Milcery will evolve into different flavors of Alcremie based on how long the player 'stirs' it, what direction the player stirs the joystick, and what time of day it is. Each form can be adorned with one of seven different varieties of Sweets."
AlcremieMahoippu(マホイップ)(0869),"Alcremie are based on whipped cream. They can produce whipped cream that becomes richer the happier they are. Depending on how long they are spun around as a Milcery, in which direction, at what time of day, and what Sweet they are holding, Alcremie can take dozens of different forms. The Sweets that can be embedded into it include the Strawberry, Flower, Star, Clover, Berry, Ribbon, and Heart Sweets.[24]Certain Alcremie are capable of Gigantamax and in combination with a giant cake formed in the process grow to more than 29 m (95 ft) in height. The cake is extremely resistant to attacks. They use ""high-calorie cream missiles"" to attack opponents.[25]Critics and fans[who?]praised Alcremie's design as cute. Writers ofEaterandTimealso brought attention tosexual innuendossurrounding the Pokémon's descriptions.[24][18]David Lozada ofGame Revolutioncalled Alcremie one of the weirdest Pokémon to date.[21]"
FalinksTairētsu(タイレーツ)(0870),Falinks are actually multiple Pokémon acting militarily as one. It is inspired by thephalanxbattle formation. The one with the longest horn is the brass or the leader. It can be seen crawling through small crevices.
PincurchinBachin'uni(バチンウニ)(0871),"Asea urchin-like Pokémon, Pincurchin feeds off of seaweed which it eats with its teeth. The spines on its back are laced with electricity. Even if its spines break off, they still produce electricity for a while."
SnomYukihami(ユキハミ)(0872),"Snom is agrub-like Pokémon. The more snow Snom eats, the bigger the icy spikes on its back get."
FrosmothMosunō(モスノー)(0873),"Resemblant of anarctic woolly bear mothand amoon moth, Frosmoth causes blizzards to chase away those who desecrate the fields and mountains it calls home. As it flies, icy scales flake off of its wings."
StonjournerIshihenjin(イシヘンジン)(0874),"Stonjourner are blocky Pokémon that are based on the rock formations ofStonehenge. The stones that make up their body can move like arms and legs. They often gather together in a ring-shaped formation. At a certain date, at a certain time, every year, they will stand in a circle and just stand there. Stonjourner is exclusive toSword. InPokémon Go, it is native to theUnited Kingdom."
EiscueKōrippo(コオリッポ)(0875),"Eiscue arepenguin-like Pokémon that cover their face in an ice cube ""mask"" to protect their heads. They produce freezing air to keep their heads cold, as they are sensitive to heat. They fish for food with the long single hair on their head. Eiscue changes from the bulky ""Ice Face"" to the faster ""Noice Face"" when hit by a physical attack, and can change back once per battle when Hail is active. Eiscue is exclusive toShield."
IndeedeeIessan(イエッサン)(0876),"These mammalian Pokémon resemblebutlersandmaidsrespectively, and can sense other people's emotions, particularly enjoying those such as gratitude and optimism. In the wild, male Indeedee are exclusive toSword, while females are exclusive toShield. Both gender forms can be obtained in the same game via breeding. The horns on its head sense emotions. Males are good at being valiant butlers, serving their every need, and positive emotions are its source of strength. It predicts their actions via psychic energy and takes care of its day-to-day needs. Females are good at babysitting. They never leave their trainer's side, and it dislikes fighting, often throwing objects in the way to break things up."
MorpekoMorupeko(モルペコ)(0877),"Morpeko are rodent Pokémon seemingly based onhamstersandguinea pigs. They have electric abilities; the electricity that they generate causes them to become hungry. When they get extremely hungry, they also become violent. Morpeko's signature move Aura Wheel changes type depending on whether it is in Full Belly Mode (Electric) or Hangry Mode (Dark). InSuper Smash Bros. Ultimate, Morpeko is a spirit."
CufantZōdō(ゾウドウ)(0878),"Resembling theIndian elephant, Cufant's copper-like skin tarnishes into a vivid green color. Its very strong, easily lifting objects over 5 tons. It likes to help out at construction sites."
CopperajahDaiōdō(ダイオウドウ)(0879),"Copperajah is based on theIndian elephant. Their skin is resistant to water and they use their large, strong trunks to dig through rock and stone. The Pokédex entry says it came to Galar from another region. Implying that it originates from a Pokémon region that has not been discovered yet, possibly a Pokémon region based on India. This is further supported by Raichu's Pokédex entry inPokémon Legends: Arceus, where it is stated to have enough power to decimate Copperajahs, whereas games prior to Copperajah's introduction which stated this mentioned Indian elephants instead."
DracozoltPatchiragon(パッチラゴン)(0880),"Four newfossilPokémon were introduced inSwordandShield, seemingly based on theCrystal Palace Dinosaurs, a collection of misassembled dinosaur sculptures on display in London'sCrystal Palace Park. Each come from various combinations of four fossils: Bird, Dino, Drake and Fish. If you resurrect two fossils, the outcome will be one of these Pokémon. The Fozzilized Bird and Fossilized Dino items are more common in Sword. and the Fossilized Fish and Fossilized Drake items are more common inShield.Dracozolt was almost unbeatable in its time thanks to its powerful strong legs in its lower half of its body, although the top was entirely too small in size. While it can generate electricity in the muscles in its tail, its depletion of its plant-food resources caused its own extinction."
ArctozoltPatchirudon(パッチルドン)(0881),The shaking upper half of Arctozolt's body is what generates electricity. It also could preserve food in the ice on its body to save for a later time if it was hungry. The reason why it went extinct in the first place was because it found itself too slow and it had a hard time moving around.
DracovishUonoragon(ウオノラゴン)(0882),"Dracovish's powerful jaws and legs made it the most fearless predator of its time, but its own doing made it extinct by over hunting its underwater prey. Although it can run up to 40 mph, it  cannot breathe unless it is underwater. It is very popular incompetitive Pokémondue to its signature move, Fishious Rend and its statistics compared to the other fossils.[26]"
ArctovishUochirudon(ウオチルドン)(0883),"The skin on Arctovish's face is completely immune to attacks and while freezing its surroundings is how it hunts prey, it can have a hard time eating it due to the mouth on the top of its head. It could not breathe very well, leading to its extinction. As such, their bodies feature many abnormalities that make it difficult for these Pokémon to live well. It is unknown what the Galar Fossil Pokémon looked like when they were alive in their proper forms."
DuraludonJurarudon(ジュラルドン)(0884),"Duraludon are dragon-resemblantalloyPokémon that are unusually light and durable and flexible for their size. It seems to be based onThe Shard, the tallest building in the United Kingdom. Sharing a habitat withTyranitar, the two species frequently battle for territory. Like all Steel-type Pokémon, Duraludon are capable of being taught the immensely powerful Steel-type move Steel BeamTettei Kōsen(てっていこうせん), which, while powerful, causes the user to lose half of their base HP.[27]"
DreepyDorameshiya(ドラメシヤ)(0885),"Dreepy and its evolutionary family are described as coming from an extinct species of amphibian Pokémon, resemblingDiplocaulus. Coming back as a ghost, Dreepy will go back to the seas of which it ruled. It is so weak on its own that even a child could defeat it."
DrakloakDoronchi(ドロンチ)(0886),Drakloak is capable of flying at over 120 miles per hour. It cares for a Dreepy that rests on its head until it evolves into a Drakloak itself.
DragapultDoraparuto(ドラパルト)(0887),"According to its Pokédex entry, Dragapult keeps its pre-evolved counterpart, Dreepy, inside of hollow openings in the front of its horns, which can be fired out like supersonic missiles. This is Dragapult's signature attack, known as Dragon Darts.[28]Dragapult may be based on supersonic jets. It is also the ninth pseudo-legendary Pokémon in the series."
ZacianZashian(ザシアン)(0888),"Zacian is awolf-like Pokémon. In its Crowned Sword form, it carries a sword in its mouth.[5]Crowned Sword Zacian fights gracefully and its sword is capable of gracefully cutting through anything.[29]In Crowned Sword form, its signature move Behemoth Blade deals double damage to Dynamax and Gigantamax Pokémon. Its design has been noted for its similarity toSiffromDark Souls.[5][30][31]InSuper Smash Bros. Ultimate, Zacian is a spirit along with Zamazenta."
Unknown,Fairy / Steel
ZamazentaZamazenta(ザマゼンタ)(0889),"Zamazenta is a wolf-like Pokémon. In its Crowned Shield form, it is adorned with a large shield on the front of its body. This shield is capable of repelling any attack and also capable of sustaining some of the most powerful blows. In Crowned Shield form, its signature move Behemoth Bash deals double damage to Dynamax and Gigantamax Pokémon.[5][29]InSuper Smash Bros. Ultimate, Zamazenta is a spirit along with Zacian."
Unknown,Fighting / Steel
EternatusMugendaina(ムゲンダイナ)(0890),"A meteor containing it fell to earth roughly 20,000 years ago. The core in its chest absorbs energy found in Galar and its what keeps it active. It seems there is a connection between it and the Dynamax phenomenon. It causes the Darkest Day in the climax of the game, taking all the Dynamax power in Galar to its advantage. Unlike Gigantamaxing, this Pokémon has an exclusive ""Eternamax"" form, which is only seen in the game's climax and battled by the player. The only legitimately obtainable appearance of this Eternamax form is when Eternatus uses one of its signature moves, Eternabeam. It has a second signature move known as Dynamax Cannon, which deals double damage to Dynamax and Gigantamax Pokémon."
