Pokédex Number,Pokémon Name,Types,Image URL,Abilities,Moves,Description
11.0,Metapod,['Bug'],https://img.pokemondb.net/sprites/home/normal/2x/metapod.jpg,['shed-skin'],"['string-shot', 'harden', 'iron-defense', 'bug-bite', 'electroweb']","Though hard, Metapod's shell is said to be easy to break open, so it hardens it further when threatened to avoid spilling its thick, liquid innards. It waits for evolution while its cells restructure.Ume Aoki, a Japanese cartoonist who is famous for her work on the mangaHidamari Sketchand the animePuella Magi Madoka Magica, utils a likeness of herself cosplaying as a Metapod in her drawn works.[22]"
12.0,Butterfree,"['Bug', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/butterfree.jpg,"['compound-eyes', 'tinted-lens']","['razor-wind', 'gust', 'whirlwind', 'headbutt', 'tackle', 'take-down', 'double-edge', 'supersonic', 'psybeam', 'hyper-beam', 'mega-drain', 'solar-beam', 'poison-powder', 'stun-spore', 'sleep-powder', 'string-shot', 'toxic', 'confusion', 'psychic', 'rage', 'teleport', 'mimic', 'double-team', 'harden', 'reflect', 'bide', 'swift', 'dream-eater', 'flash', 'psywave', 'rest', 'substitute', 'thief', 'nightmare', 'snore', 'curse', 'protect', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'baton-pass', 'sweet-scent', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'psych-up', 'shadow-ball', 'facade', 'skill-swap', 'secret-power', 'air-cutter', 'silver-wind', 'signal-beam', 'aerial-ace', 'iron-defense', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'air-slash', 'bug-buzz', 'energy-ball', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'rage-powder', 'quiver-dance', 'round', 'acrobatics', 'struggle-bug', 'electroweb', 'hurricane', 'draining-kiss', 'confide', 'infestation', 'pollen-puff', 'dual-wingbeat']","Its wings are covered in poisonous, water-repelling powder, which it uses to defend itself and fly in the rain. It goes from flower to flower to collect nectar, and rubs honey onto the hairs of its legs to carry back to its nest. It spreads its scales around to defend nearby Caterpie from predators. It competes with Cutiefly for territory. It gained aGigantamax formin generation VIII."
13.0,Weedle,"['Bug', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/weedle.jpg,"['shield-dust', 'run-away']","['poison-sting', 'string-shot', 'bug-bite', 'electroweb']","A common sight in forests and grassy areas, it has a two-inch poisonous stinger on its head, which it uses to defend itself. It has an acute sense of smell, being able to distinguish leaves it likes from those it dislikes with its big nose. It eats its weight in leaves every day."
14.0,Kakuna,"['Bug', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/kakuna.jpg,['shed-skin'],"['string-shot', 'harden', 'iron-defense', 'bug-bite', 'electroweb']","Kakuna remains immobile, but can stick out its stinger in self-defense. The process of its cells' rearrangement raises its body temperature to the point of making it hot to the touch."
15.0,Beedrill,"['Bug', 'Poison']",https://img.pokemondb.net/sprites/home/normal/2x/beedrill.jpg,"['swarm', 'sniper']","['swords-dance', 'cut', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile', 'hyper-beam', 'peck', 'mega-drain', 'solar-beam', 'string-shot', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'harden', 'reflect', 'focus-energy', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'outrage', 'giga-drain', 'endure', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'sweet-scent', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'air-cutter', 'silver-wind', 'aerial-ace', 'roost', 'natural-gift', 'tailwind', 'u-turn', 'payback', 'assurance', 'toxic-spikes', 'poison-jab', 'x-scissor', 'giga-impact', 'defog', 'captivate', 'bug-bite', 'ominous-wind', 'venoshock', 'round', 'acrobatics', 'struggle-bug', 'electroweb', 'drill-run', 'fell-stinger', 'confide', 'infestation', 'laser-focus', 'throat-chop', 'brutal-swing']","Swarms of Beedrill set their nest in forests, and attack anything that goes near. It uses its three poisonous stingers to defeat its prey and carry them home. It gained aMega Evolutionin generation VI."
16.0,Pidgey,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/pidgey.jpg,"['keen-eye', 'tangled-feet', 'big-pecks']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'feint-attack', 'mud-slap', 'foresight', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'brave-bird', 'defog', 'captivate', 'ominous-wind', 'round', 'work-up', 'hurricane', 'confide']","A common and docile Pokémon, it prefers using flapping up sand in opponents' eyes over fighting. Its sense of direction allows it to return home from however far it may be."
17.0,Pidgeotto,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/pidgeotto.jpg,"['keen-eye', 'tangled-feet', 'big-pecks']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'defog', 'captivate', 'ominous-wind', 'round', 'work-up', 'hurricane', 'confide']","A territorial species, it will peck and claw at its opponents. It uses its claws to carry prey like Exeggcute for over 60 miles. It flies in circles, keeping a lookout for prey."
18.0,Pidgeot,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/pidgeot.jpg,"['keen-eye', 'tangled-feet', 'big-pecks']","['razor-wind', 'gust', 'wing-attack', 'whirlwind', 'fly', 'sand-attack', 'headbutt', 'tackle', 'take-down', 'double-edge', 'hyper-beam', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'reflect', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'detect', 'endure', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'air-slash', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'work-up', 'hurricane', 'confide', 'laser-focus']","Its wings are strong enough to fly at Mach 2 speed, whip up windstorms strong enough to bend trees, and fly up to 3,300 feet over the air. It skims over the water to hunt for unsuspecting fish Pokémon like Magikarp. Its glossy feathers make it a popular pick among trainers. It gained aMega Evolutionin generation VI."
19.0,Rattata,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/rattata.jpg,"['run-away', 'guts', 'hustle']","['cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'screech', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'flame-wheel', 'snore', 'curse', 'reversal', 'protect', 'sludge-bomb', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'taunt', 'revenge', 'endeavor', 'secret-power', 'covet', 'shock-wave', 'natural-gift', 'pluck', 'u-turn', 'assurance', 'me-first', 'last-resort', 'sucker-punch', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'retaliate', 'final-gambit', 'work-up', 'wild-charge', 'confide', 'laser-focus']","It will procreate and form nests anywhere that has enough food; each nest contains at least 40 Rattata. The colony spends entire days scavenging for food. A cautious species, it constantly listens around by moving its ears. Its incisor teeth do not stop growing, so it gnaws on hard objects, like table legs and door frames, to keep them ground down. Due to their commonness and habits of stealing food and gnawing on structures, it and Raticate are considered invasive species. Rattata has a Dark/Normal-typeAlolan form."
20.0,Raticate,['Normal'],https://img.pokemondb.net/sprites/home/normal/2x/raticate.jpg,"['run-away', 'guts', 'hustle']","['swords-dance', 'cut', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'bite', 'roar', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'hyper-beam', 'counter', 'strength', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'focus-energy', 'bide', 'swift', 'skull-bash', 'fury-swipes', 'rest', 'hyper-fang', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'icy-wind', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'shadow-ball', 'rock-smash', 'uproar', 'facade', 'taunt', 'endeavor', 'secret-power', 'covet', 'shock-wave', 'natural-gift', 'pluck', 'u-turn', 'assurance', 'last-resort', 'sucker-punch', 'giga-impact', 'zen-headbutt', 'captivate', 'grass-knot', 'charge-beam', 'round', 'retaliate', 'work-up', 'wild-charge', 'confide', 'laser-focus', 'throat-chop', 'stomping-tantrum']","It uses its whiskers to maintain balance, and slows down if they are cut off. Its webbed hind feet act as flippers, allowing it to swim in rivers to hunt or escape from opponents. To keep its teeth ground down, it chews on anything, from machinery to concrete. Like Rattata, Raticate has a Dark/Normal-typeAlolan form."
21.0,Spearow,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/spearow.jpg,"['keen-eye', 'sniper']","['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'scary-face', 'feint-attack', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'feather-dance', 'astonish', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide']","It can fly quickly, but is not adept at it. Its cries can be heard from a mile away, and it uses them to communicate with other Spearow. It flies around warmer climates, looking for bug Pokémon to eat."
22.0,Fearow,"['Normal', 'Flying']",https://img.pokemondb.net/sprites/home/normal/2x/fearow.jpg,"['keen-eye', 'sniper']","['razor-wind', 'wing-attack', 'whirlwind', 'fly', 'headbutt', 'fury-attack', 'take-down', 'double-edge', 'leer', 'growl', 'hyper-beam', 'peck', 'drill-peck', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'focus-energy', 'bide', 'mirror-move', 'swift', 'sky-attack', 'rest', 'tri-attack', 'substitute', 'thief', 'snore', 'curse', 'protect', 'mud-slap', 'detect', 'endure', 'false-swipe', 'swagger', 'steel-wing', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'hidden-power', 'twister', 'rain-dance', 'sunny-day', 'uproar', 'heat-wave', 'facade', 'secret-power', 'air-cutter', 'aerial-ace', 'roost', 'natural-gift', 'pluck', 'tailwind', 'u-turn', 'assurance', 'giga-impact', 'defog', 'captivate', 'ominous-wind', 'round', 'echoed-voice', 'work-up', 'drill-run', 'confide', 'laser-focus', 'throat-chop']","Drawings resembling Fearow can be seen ancient murals, implying that it has not evolved since ancient days. Its stamina lets it fly for an entire day, and its long neck and beak are convenient for plucking bug and fish Pokémon."
23.0,Ekans,['Poison'],https://img.pokemondb.net/sprites/home/normal/2x/ekans.jpg,"['intimidate', 'shed-skin', 'unnerve']","['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'disable', 'acid', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'leech-life', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'beat-up', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'knock-off', 'snatch', 'secret-power', 'poison-fang', 'rock-tomb', 'mud-shot', 'poison-tail', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'switcheroo', 'fire-fang', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'snarl', 'belch', 'confide', 'infestation', 'brutal-swing', 'psychic-fangs', 'scale-shot', 'skitter-smack', 'lash-out', 'tera-blast', 'trailblaze']","It uses its tongue to detect its surroundings and look for the scent for its prey. It wraps itself around trees to rest at night. If no trees are available, it coils to be able to respond from any given direction. It preys on bird Pokémon and their eggs and can stretch its jaw to swallow them whole, but eating something too big can leave it too heavy to move."
24.0,Arbok,['Poison'],https://img.pokemondb.net/sprites/home/normal/2x/arbok.jpg,"['intimidate', 'shed-skin', 'unnerve']","['bind', 'slam', 'headbutt', 'body-slam', 'wrap', 'take-down', 'double-edge', 'poison-sting', 'leer', 'bite', 'acid', 'hyper-beam', 'strength', 'mega-drain', 'earthquake', 'fissure', 'dig', 'toxic', 'rage', 'mimic', 'screech', 'double-team', 'haze', 'bide', 'skull-bash', 'glare', 'leech-life', 'rest', 'rock-slide', 'substitute', 'thief', 'snore', 'curse', 'spite', 'protect', 'scary-face', 'sludge-bomb', 'mud-slap', 'giga-drain', 'endure', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pain-split', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'stockpile', 'spit-up', 'swallow', 'torment', 'facade', 'knock-off', 'snatch', 'secret-power', 'poison-fang', 'rock-tomb', 'mud-shot', 'poison-tail', 'natural-gift', 'payback', 'gastro-acid', 'sucker-punch', 'toxic-spikes', 'poison-jab', 'dark-pulse', 'aqua-tail', 'seed-bomb', 'switcheroo', 'giga-impact', 'thunder-fang', 'ice-fang', 'fire-fang', 'mud-bomb', 'gunk-shot', 'captivate', 'venoshock', 'sludge-wave', 'coil', 'acid-spray', 'round', 'bulldoze', 'dragon-tail', 'snarl', 'belch', 'confide', 'infestation', 'throat-chop', 'brutal-swing', 'psychic-fangs', 'stomping-tantrum', 'breaking-swipe', 'scale-shot', 'skitter-smack', 'lash-out', 'tera-blast', 'trailblaze']","The pattern under its head is similar to a face, and differs by region. Research has shown over 20 different patterns. Its coiling is strong enough to flatten oil drums, and its fangs are used to inject poison into its prey. It can use its pattern or hiss to intimidate opponents. If any part of its body besides its head is cut off, the rest of its body can grow back in weeks. It preys on smaller Pokémon like Wooper, or eggs of bird Pokémon like Pidgey and Spearow."
25.0,Pikachu,['Electric'],https://img.pokemondb.net/sprites/home/normal/2x/pikachu.jpg,"['static', 'lightning-rod']","['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'double-kick', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'fake-tears', 'signal-beam', 'covet', 'volt-tackle', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']","Pikachu is the primarymascotof thePokémonfranchise, as well asPokémon YellowandLet's Go, Pikachu!. It is also playable in everySuper Smash Bros.game. It raises its tail to check its surroundings, but may be struck by a lightning bolt in this position. It gathers electricity from the atmosphere, and uses it to roast berries, communicate with other Electric-type Pokémon, and attack its opponents. Groups of Pikachu having their tails raised can inadvertedly cause lightning storms.Cramorantoften swallow Pikachu by accident."
26.0,Raichu,['Electric'],https://img.pokemondb.net/sprites/home/normal/2x/raichu.jpg,"['static', 'lightning-rod']","['mega-punch', 'pay-day', 'thunder-punch', 'slam', 'mega-kick', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'growl', 'surf', 'hyper-beam', 'submission', 'counter', 'seismic-toss', 'strength', 'thunder-shock', 'thunderbolt', 'thunder-wave', 'thunder', 'dig', 'toxic', 'agility', 'quick-attack', 'rage', 'mimic', 'double-team', 'defense-curl', 'light-screen', 'reflect', 'bide', 'swift', 'skull-bash', 'flash', 'rest', 'substitute', 'thief', 'snore', 'curse', 'reversal', 'protect', 'sweet-kiss', 'mud-slap', 'zap-cannon', 'detect', 'endure', 'charm', 'rollout', 'swagger', 'spark', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'dynamic-punch', 'encore', 'iron-tail', 'hidden-power', 'rain-dance', 'rock-smash', 'fake-out', 'uproar', 'facade', 'focus-punch', 'charge', 'helping-hand', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'signal-beam', 'covet', 'calm-mind', 'shock-wave', 'natural-gift', 'feint', 'fling', 'magnet-rise', 'focus-blast', 'giga-impact', 'nasty-plot', 'discharge', 'captivate', 'grass-knot', 'charge-beam', 'electro-ball', 'round', 'echoed-voice', 'volt-switch', 'electroweb', 'wild-charge', 'disarming-voice', 'draining-kiss', 'play-rough', 'play-nice', 'confide', 'eerie-impulse', 'electric-terrain', 'nuzzle', 'laser-focus', 'speed-swap', 'brutal-swing', 'rising-voltage', 'tera-blast', 'trailblaze', 'alluring-voice', 'upper-hand']","Its tail can be used as a lightning rod to gather electricity, or as a ground to protect itself. It can store and eject up to 100,000 volts, enough to knock out aCopperajah. To avoid physically straining itself, it will discharge excess electricity into the ground, leaving its surroundings burned. Because it evolves via a stone and Pikachu is more popular, Raichu are rarely seen. It has an Electric/Psychic-typeAlolan form. Both forms of Raichu were created byAtsuko Nishida.[23]"
27.0,Sandshrew,['Ground'],https://img.pokemondb.net/sprites/home/normal/2x/sandshrew.jpg,"['sand-veil', 'sand-rush']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'earth-power', 'shadow-claw', 'rock-climb', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'chip-away', 'bulldoze', 'work-up', 'rototiller', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']","Based on theChinese pangolin, Sandshrew is known to curl into a ball to defend itself. It burrows nests into the ground, and only digs back up to look for berries and hunt for bug Pokémon. Sandshrew has an Ice/Steel-typeAlolan form."
28.0,Sandslash,['Ground'],https://img.pokemondb.net/sprites/home/normal/2x/sandslash.jpg,"['sand-veil', 'sand-rush']","['scratch', 'swords-dance', 'cut', 'sand-attack', 'headbutt', 'body-slam', 'take-down', 'double-edge', 'poison-sting', 'pin-missile', 'hyper-beam', 'submission', 'low-kick', 'counter', 'seismic-toss', 'strength', 'earthquake', 'fissure', 'dig', 'toxic', 'agility', 'rage', 'mimic', 'double-team', 'defense-curl', 'bide', 'swift', 'skull-bash', 'amnesia', 'leech-life', 'fury-swipes', 'rest', 'rock-slide', 'super-fang', 'slash', 'substitute', 'thief', 'snore', 'curse', 'flail', 'protect', 'mud-slap', 'spikes', 'detect', 'sandstorm', 'endure', 'rollout', 'false-swipe', 'swagger', 'fury-cutter', 'attract', 'sleep-talk', 'return', 'frustration', 'safeguard', 'magnitude', 'dynamic-punch', 'rapid-spin', 'iron-tail', 'metal-claw', 'hidden-power', 'sunny-day', 'rock-smash', 'facade', 'focus-punch', 'brick-break', 'knock-off', 'endeavor', 'secret-power', 'crush-claw', 'rock-tomb', 'sand-tomb', 'aerial-ace', 'mud-shot', 'covet', 'gyro-ball', 'natural-gift', 'fling', 'poison-jab', 'night-slash', 'x-scissor', 'focus-blast', 'earth-power', 'giga-impact', 'shadow-claw', 'rock-climb', 'gunk-shot', 'stone-edge', 'captivate', 'stealth-rock', 'hone-claws', 'smack-down', 'round', 'bulldoze', 'work-up', 'drill-run', 'confide', 'high-horsepower', 'throat-chop', 'stomping-tantrum', 'steel-roller', 'scorching-sands', 'tera-blast']","It can curl into a spiky ball to roll around, attack opponents, and protect itself from heatstroke or attacks. In addition to the spikes on its back, it can use its claws to attack and slash berries for its young. Like Sandshrew, it has an Ice/Steel-typeAlolan form."
29.0,Nidoran♀,['Poison'],https://img.pokemondb.net/sprites/home/normal/2x/nidoran-f.jpg,"['poison-point', 'rivalry', 'hustle']","['scratch', 'cut', 'double-kick', 'headbutt', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'supersonic', 'disable', 'ice-beam', 'blizzard', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'pursuit', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'poison-tail', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'chip-away', 'confide', 'venom-drench']","Eggs from both Nidoran lines can contain Nidoran of either gender. It is docile and unwilling to fight, but when encouraged, its horn and barbs can secrete poison. It uses its whiskers to check the wind for predators, and its incisors for chewing through berries."
30.0,Nidorina,['Poison'],https://img.pokemondb.net/sprites/home/normal/2x/nidorina.jpg,"['poison-point', 'rivalry', 'hustle']","['scratch', 'cut', 'double-kick', 'headbutt', 'horn-drill', 'tackle', 'body-slam', 'take-down', 'double-edge', 'tail-whip', 'poison-sting', 'bite', 'growl', 'water-gun', 'ice-beam', 'blizzard', 'bubble-beam', 'counter', 'strength', 'thunderbolt', 'thunder', 'dig', 'toxic', 'rage', 'mimic', 'double-team', 'defense-curl', 'reflect', 'focus-energy', 'bide', 'skull-bash', 'fury-swipes', 'rest', 'super-fang', 'substitute', 'thief', 'snore', 'curse', 'protect', 'sludge-bomb', 'mud-slap', 'detect', 'endure', 'charm', 'swagger', 'attract', 'sleep-talk', 'return', 'frustration', 'iron-tail', 'hidden-power', 'rain-dance', 'sunny-day', 'crunch', 'rock-smash', 'beat-up', 'flatter', 'facade', 'helping-hand', 'secret-power', 'poison-fang', 'aerial-ace', 'shock-wave', 'water-pulse', 'natural-gift', 'toxic-spikes', 'poison-jab', 'earth-power', 'shadow-claw', 'captivate', 'hone-claws', 'venoshock', 'round', 'echoed-voice', 'confide', 'venom-drench', 'stomping-tantrum']","Its horn grows slowly and it does not like fighting, but when forced to do so, it tends to resort to clawing and biting opponents. It lives in groups with others of its evolutionary line, and chews food for its young."
